,months_as_customer,policy_deductable,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,injury_claim,property_claim,vehicle_claim,policy_annual_premium,policy_csl,insured_sex,insured_education_level,incident_severity,property_damage,police_report_available,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Rear Collision,collision_type_Side Collision,authorities_contacted_Fire,authorities_contacted_None,authorities_contacted_Other,authorities_contacted_Police
10,0.2709319217709153,-1.1064585909249625,1.1672167411405914,0.497365492186748,0.9395830568967751,1.5048628988364252,-0.8405965588113357,1.2452066477831039,0.5230029801552721,0.05450045999666519,1.6815052366686787,1.295897756537815,1253.12,1.0,0,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
11,2.1097578730909965,1.2954052099251732,-0.49904555884597734,-0.8790080755026138,-0.9068967438744946,1.3569502883748148,1.1188359792104257,0.01232877869092183,0.5230029801552721,2.0170151812388126,2.0581611136622406,2.1464341681887036,1137.16,1.0,0,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
12,-1.2469668587999065,-1.1064585909249625,0.7506511661439492,-0.8790080755026138,0.9395830568967751,-0.41800103716451137,-0.8405965588113357,0.01232877869092183,-1.299307055228951,-0.5882883944531682,0.38548501475534674,0.20451534625605447,1215.36,5.0,1,6,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
13,-0.7178707124295057,-0.30583732397491725,-0.49904555884597734,1.0135055800702588,-0.24795689340317872,-1.0096514790109534,-0.8405965588113357,0.01232877869092183,-0.38815203753683947,-1.3094171405390749,-1.2952912105385055,-1.7468074409159777,936.61,1.0,0,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
14,-0.20612198069420015,1.2954052099251732,-0.49904555884597734,0.6013103709966217,-1.0698214321778419,0.025736794220320155,-0.8405965588113357,-1.2205490904012601,0.5230029801552721,-0.6907328681311103,0.17893179188790945,-0.25471162293382943,1301.13,2.5,0,3,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
15,2.335274263347233,1.2954052099251732,-0.49904555884597734,1.1174504588801324,0.9395830568967751,0.025736794220320155,2.0985522482213064,-1.2205490904012601,-1.299307055228951,0.5787751194073105,0.6082384903967006,0.18831962834378327,1131.4,1.0,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
16,-1.160229785624431,-0.30583732397491725,1.5837823161372335,1.4006106459828915,0.9395830568967751,-1.749214531319006,1.1188359792104257,0.01232877869092183,0.5230029801552721,-0.37134715607634944,-0.3496014548611212,0.10734103878242716,1199.44,5.0,1,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
17,-0.5530702733961023,-1.1064585909249625,2.0003478911338757,1.0385957232312628,0.9395830568967751,-0.41800103716451137,-0.8405965588113357,-1.2205490904012601,0.5230029801552721,1.309947441343996,-0.08837237888171524,0.9489959277072314,708.64,5.0,1,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
18,-0.3795961270451512,-1.1064585909249625,-0.49904555884597734,0.7518512299626456,-0.4289843248513424,1.0611250674515937,-0.8405965588113357,0.01232877869092183,-1.299307055228951,-0.20261508178326815,1.1630971479033458,0.7609166229195656,1374.22,5.0,0,6,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
19,-0.06734266361343928,1.2954052099251732,-0.49904555884597734,1.1640464390362826,-0.04882671881019866,-0.565913647626122,1.1188359792104257,1.2452066477831039,-1.299307055228951,-0.3211292768224562,-0.29897566494263167,0.5143237566424039,1475.73,5.0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
20,2.2225160682191145,-0.30583732397491725,1.1672167411405914,-0.8790080755026138,0.9395830568967751,1.2090376779132044,1.1188359792104257,0.01232877869092183,-1.299307055228951,-1.5343932395965167,-0.4609781926817982,0.1799605481309981,1187.96,2.5,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
21,0.11480519005505932,1.2954052099251732,-0.49904555884597734,0.7948629039529382,0.9395830568967751,0.4694746256051517,1.1188359792104257,0.01232877869092183,0.5230029801552721,-1.5343932395965167,-0.5642548041155168,-0.28031130608548394,875.15,5.0,0,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
22,1.441882409639835,1.2954052099251732,-0.49904555884597734,1.7267825070759435,-1.5296311080561777,1.2090376779132044,1.1188359792104257,-1.2205490904012601,-1.299307055228951,2.057189484641927,-0.31517591771654835,0.4808874357912633,972.18,1.0,1,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
23,1.8148518242943796,1.2954052099251732,-0.49904555884597734,-0.8790080755026138,-0.1827870180818398,0.4694746256051517,-0.8405965588113357,1.2452066477831039,0.5230029801552721,0.10873576959086988,1.790856942892616,1.836103315289055,1268.79,1.0,1,6,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24,0.2882793364060104,-0.30583732397491725,-0.49904555884597734,-0.8790080755026138,-0.9974104595985764,-0.8617388685493429,-0.8405965588113357,0.01232877869092183,1.4341579978473835,-0.11222289912626034,1.345349991609908,0.9489959277072314,883.31,1.0,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
25,-1.6979996393123793,1.2954052099251732,-0.49904555884597734,-0.8790080755026138,0.9395830568967751,0.6173872360667623,1.1188359792104257,0.01232877869092183,1.4341579978473835,1.7799867911604366,0.7054400070402005,0.288628590897205,1266.92,1.0,1,4,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
26,0.46175348275696143,1.2954052099251732,-0.49904555884597734,-0.8790080755026138,-0.11761714276050086,-1.157564089472564,-0.8405965588113357,0.01232877869092183,1.4341579978473835,-1.2049639516909771,-1.356042158440693,-1.6673961788945189,1322.1,1.0,1,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
27,-0.01530041970815397,-1.1064585909249625,0.7506511661439492,0.23212683591327726,-0.1538226290501336,-1.0096514790109534,-0.8405965588113357,1.2452066477831039,-0.38815203753683947,-1.3254868619003208,-1.4167931063428805,-1.792782382086296,848.07,1.0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
28,0.1755211412778922,1.2954052099251732,-0.49904555884597734,-0.8790080755026138,-1.0734419808068052,1.3569502883748148,-0.8405965588113357,0.01232877869092183,-1.299307055228951,0.02436973244432925,1.6207542887664912,0.4223738743017673,1291.7,1.0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
29,0.3229741656762006,1.2954052099251732,-0.49904555884597734,-0.8790080755026138,0.9395830568967751,-1.0096514790109534,-0.8405965588113357,1.2452066477831039,0.5230029801552721,1.2978951503230616,1.3331998020294706,1.3047792792638992,1104.5,5.0,0,7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
30,-1.2122720295297162,-0.30583732397491725,-0.49904555884597734,1.0278428047336896,0.9395830568967751,1.5048628988364252,2.0985522482213064,-1.2205490904012601,-1.299307055228951,0.9965878747997022,1.0294450625185334,0.6229917994086108,954.16,2.5,1,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31,-0.3275538831398659,1.2954052099251732,2.83347904112716,0.10667612010825729,0.9395830568967751,-0.2700884267029009,1.1188359792104257,1.2452066477831039,0.5230029801552721,-0.03589172266034263,-0.011421178205611164,0.7180763368290418,1337.28,1.0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
32,-0.422964663632889,-0.30583732397491725,-0.49904555884597734,2.0278642250079915,0.9395830568967751,0.6173872360667623,1.1188359792104257,1.2452066477831039,1.4341579978473835,-0.8695085182749702,-0.8518092908525373,-0.7996191643047611,1088.34,5.0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
33,-0.7785866636523386,-0.30583732397491725,-0.49904555884597734,0.9633252937482507,-1.3775680656397202,-1.6013019208573955,1.1188359792104257,0.01232877869092183,0.5230029801552721,1.2818254289618158,1.316999549255554,0.5535069451398342,1558.29,1.0,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
34,-0.47500690753817426,-1.1064585909249625,-0.49904555884597734,-0.8790080755026138,0.9395830568967751,0.7652998465283727,-0.8405965588113357,-1.2205490904012601,-0.38815203753683947,0.6350191441716709,-0.4285776871339649,0.5289521470147779,1415.68,5.0,1,7,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
35,-0.4923543221732694,-0.30583732397491725,2.0003478911338757,1.0314271108995472,-0.8417268685531557,0.4694746256051517,-0.8405965588113357,1.2452066477831039,-1.299307055228951,0.5988622711088678,-0.4468029715046211,-0.06819964568606088,1334.15,1.0,1,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
36,-1.2296194441648114,-0.30583732397491725,-0.49904555884597734,-0.8790080755026138,0.9395830568967751,-1.3054766999341745,-0.8405965588113357,0.01232877869092183,-0.38815203753683947,-0.32514670716276767,-0.30302572813611084,0.5059646764296187,988.45,1.0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
37,0.7393121169184832,1.2954052099251732,-0.49904555884597734,-0.8790080755026138,0.9395830568967751,0.6173872360667623,-0.8405965588113357,0.01232877869092183,-0.38815203753683947,-1.287321273667362,-1.356042158440693,-1.8387573232566143,1222.48,5.0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
38,1.9709785560102357,1.2954052099251732,-0.49904555884597734,1.4758810754659035,0.9395830568967751,-1.157564089472564,1.1188359792104257,1.2452066477831039,-1.299307055228951,0.968465862417522,-0.26050006460457964,0.2682533328785412,1155.55,5.0,0,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
39,-0.04132154166079663,-1.1064585909249625,-0.49904555884597734,0.859380414938377,0.9395830568967751,-1.157564089472564,-0.8405965588113357,-1.2205490904012601,1.4341579978473835,0.6631411565538512,0.693289817459763,-0.009686084196564863,1262.08,2.5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
40,-1.082166419766503,-1.1064585909249625,-0.49904555884597734,-0.8790080755026138,-1.0770625294357685,1.0611250674515937,-0.8405965588113357,1.2452066477831039,0.5230029801552721,0.07257889652806675,-0.7120821106775063,-0.5472794303813096,1451.62,1.0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
41,-0.7612392490172435,-1.1064585909249625,-0.49904555884597734,-0.8790080755026138,0.06703083731662611,-1.6013019208573955,-0.8405965588113357,0.01232877869092183,-0.38815203753683947,1.7157079057154532,1.7544063741513036,1.3711294784528814,1737.66,2.5,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
42,-1.4464621271035003,-1.1064585909249625,-0.49904555884597734,-0.8790080755026138,-1.5006667190244716,0.7652998465283727,1.1188359792104257,0.01232877869092183,-1.299307055228951,-0.3813907319271281,-0.3597266128448191,0.08905555081695966,1475.93,5.0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
43,-0.8479763221927191,-1.1064585909249625,-0.49904555884597734,0.9023920889286696,-1.2399872177391158,1.6527755092980358,-0.8405965588113357,1.2452066477831039,0.5230029801552721,-0.39344302294806244,-0.3718768024252566,0.06711296525839866,538.17,2.5,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
44,0.565837970567532,1.2954052099251732,-0.49904555884597734,0.4256793688695938,-0.09951439961568449,0.32156201514354116,-0.8405965588113357,-1.2205490904012601,0.5230029801552721,0.7314374723391459,0.7621408917489088,-0.24217300261465172,1081.08,1.0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
45,0.5311431412973419,-0.30583732397491725,-0.49904555884597734,-0.8790080755026138,0.9395830568967751,0.7652998465283727,1.1188359792104257,1.2452066477831039,1.4341579978473835,-0.1503884873592192,-1.5220947493733386,0.5096217740227122,1454.43,2.5,0,6,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
46,-0.35357500509250855,-1.1064585909249625,-0.49904555884597734,0.38625200104515894,0.9395830568967751,-0.12217581624129036,1.1188359792104257,0.01232877869092183,-0.38815203753683947,-1.5343932395965167,1.316999549255554,1.2859713487851325,1240.47,1.0,0,5,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
47,1.3117767998766217,1.2954052099251732,1.1672167411405914,-0.8790080755026138,0.9395830568967751,1.0611250674515937,1.1188359792104257,1.2452066477831039,-0.38815203753683947,-0.2729201127387187,-0.25037490662088174,0.6146327191958256,1273.7,5.0,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48,-0.2494905172819379,-0.30583732397491725,2.83347904112716,-0.8790080755026138,0.9395830568967751,-1.0096514790109534,-0.8405965588113357,1.2452066477831039,-1.299307055228951,-1.3716873108139025,-1.3580671900374326,-1.7138935625781362,1123.87,5.0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
49,-0.1020374928836295,-0.30583732397491725,-0.49904555884597734,-0.8790080755026138,-0.5194980405754243,1.0611250674515937,-0.8405965588113357,-1.2205490904012601,-1.299307055228951,1.5429584010820605,0.029079453729180457,0.7912182886909118,1245.89,1.0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
50,1.9623048486926882,1.2954052099251732,2.416913466130518,-0.8790080755026138,0.9395830568967751,1.0611250674515937,1.1188359792104257,-1.2205490904012601,1.4341579978473835,1.7518647787782564,0.13438109675963866,0.9813873635317739,1326.62,2.5,1,6,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
51,-0.9780819319559324,1.2954052099251732,-0.49904555884597734,-0.8790080755026138,0.9395830568967751,-1.157564089472564,-0.8405965588113357,0.01232877869092183,0.5230029801552721,-1.2692428371359603,-1.3884426639885263,-1.7342688205968,1073.83,1.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
52,0.11480519005505932,-0.30583732397491725,-0.49904555884597734,-0.8790080755026138,0.9395830568967751,-0.565913647626122,-0.8405965588113357,1.2452066477831039,-0.38815203753683947,-1.4480184872798203,-1.4350183907135368,-1.8303982430438293,1530.52,1.0,1,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
53,0.16684743396034465,-1.1064585909249625,-0.49904555884597734,2.2895185751156046,-0.7439720555711473,-0.7138262580877324,1.1188359792104257,0.01232877869092183,-1.299307055228951,1.0407796085431282,1.0739957576468042,0.3340810895542242,1201.41,1.0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
54,-0.07601637093098684,-0.30583732397491725,-0.49904555884597734,0.8271216594456576,-0.49415420017268136,-1.0096514790109534,-0.8405965588113357,-1.2205490904012601,-0.38815203753683947,-1.4379749114290417,-1.4248932327298387,-1.9223481253844659,1393.57,2.5,1,7,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
55,-1.5765677368667135,-0.30583732397491725,-0.49904555884597734,1.683770833085651,0.9395830568967751,-1.3054766999341745,-0.8405965588113357,0.01232877869092183,0.5230029801552721,1.635359298909224,0.07565518045419083,0.8753315333320624,1276.57,1.0,1,7,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
56,2.040368214550616,-1.1064585909249625,-0.49904555884597734,0.41492645037202064,-1.0517186890330255,0.025736794220320155,1.1188359792104257,1.2452066477831039,1.4341579978473835,-1.5343932395965167,-0.2523999382176213,0.6104531790894331,1082.49,2.5,0,7,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
57,-0.9520608100032897,-0.30583732397491725,-0.49904555884597734,-0.8790080755026138,0.9395830568967751,1.0611250674515937,-0.8405965588113357,0.01232877869092183,1.4341579978473835,-1.4741317844918447,-1.4613438014711513,-1.9160788152248769,1414.74,5.0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
58,-1.6719785173597366,1.2954052099251732,-0.49904555884597734,1.1497092143728518,-0.7186282151684044,1.5048628988364252,-0.8405965588113357,-1.2205490904012601,-0.38815203753683947,-0.06602245021267857,-0.04179665215670488,0.6632198729326393,1470.06,2.5,1,7,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
59,-0.45765949290307917,1.2954052099251732,-0.49904555884597734,2.518914169730498,-1.1784378910467401,0.025736794220320155,1.1188359792104257,0.01232877869092183,-0.38815203753683947,0.7635769150616376,-0.3637766760382983,0.3805784732378416,870.63,2.5,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
60,-0.4316383709504365,-1.1064585909249625,-0.49904555884597734,0.44360089969888233,0.9395830568967751,0.4694746256051517,1.1188359792104257,1.2452066477831039,-0.38815203753683947,1.5670629831239293,-1.5220947493733386,0.8131608742494728,795.23,1.0,1,7,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
61,0.3576689949463908,-0.30583732397491725,-0.49904555884597734,1.597747485105066,0.9395830568967751,1.6527755092980358,1.1188359792104257,-1.2205490904012601,1.4341579978473835,-0.05196144402158846,-0.7748580901764333,-0.27508688095249323,1168.2,5.0,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
62,-0.7352181270646009,-0.30583732397491725,-0.49904555884597734,-0.8790080755026138,-0.8525885144400455,0.025736794220320155,-0.8405965588113357,-1.2205490904012601,1.4341579978473835,-0.4034865987988411,0.7580908285554296,0.04882747729293115,993.51,5.0,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
63,0.09745777541996423,-1.1064585909249625,-0.49904555884597734,-0.8790080755026138,-0.8344857712952292,1.2090376779132044,1.1188359792104257,1.2452066477831039,0.5230029801552721,0.7595594847213262,-0.36580170763503783,0.6747136082252189,1848.81,5.0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
64,0.7913543608237684,1.2954052099251732,1.5837823161372335,1.3575989719925992,0.9395830568967751,0.6173872360667623,1.1188359792104257,-1.2205490904012601,-1.299307055228951,-0.21466737280420253,-0.19164899031543386,0.3925946510437202,1641.73,2.5,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
65,0.43573236080431876,-1.1064585909249625,-0.49904555884597734,0.4005892257085898,0.9395830568967751,-0.8617388685493429,1.1188359792104257,1.2452066477831039,0.5230029801552721,1.2215639738571438,-0.13292307400998601,1.215441609489758,1362.87,1.0,0,6,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66,-0.8393026148751715,-1.1064585909249625,2.416913466130518,0.6765808004796336,-2.3623572927177308,0.025736794220320155,-0.8405965588113357,-1.2205490904012601,-0.38815203753683947,1.2376336952183897,1.2724488541272831,1.2342495399685245,1239.22,2.5,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
67,2.378642799934971,-1.1064585909249625,-0.49904555884597734,1.2572383993485832,0.9395830568967751,0.7652998465283727,1.1188359792104257,0.01232877869092183,-0.38815203753683947,-1.5343932395965167,-0.7586578374025166,-0.43443184750871006,835.02,2.5,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
68,-0.6571547612066729,-0.30583732397491725,-0.49904555884597734,0.672996494313776,-1.4572201354769123,-0.565913647626122,-0.8405965588113357,-1.2205490904012601,1.4341579978473835,0.968465862417522,-0.26050006460457964,0.5937350186638628,1061.33,1.0,1,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
